0			
1	ラグナ遺跡	6486 1	
2	ラグナ遺跡	6486 1	
3			
4	{03:0}ここは夕暮れのラグナ遺跡です		
5			
6	{03:0}ＴＯＤ２フラグを変えますか？	6476 9	pagebreak
			
7	{Char:1000}	6471 16	
8	{03:0}{Num:121450} : もう、たくさんだ！		linebreak
	{Num:20000} : 第２章		linebreak
	{Num:30000} : 第３章		linebreak
	{Num:40000} : 第４章		
9	{03:0}時代を変更しました	6476 12	
10	{03:0}変更しませんでした	6476 13	
11			
12	{Char:02}	6471 14	
13	ほら見て、{Char:01}！		linebreak
	みんな、あのときとおんなじ		
14	{Char:02}	6471 14	
15	この花も、この泉も		linebreak
	あの鳥も、あの空も････！		
16	{Char:02}	6471 14	
17	････って、あたりまえか		linebreak
	あれからほとんど		linebreak
	時間が経ってないんだっけ		
18	{Char:02}	6471 14	
19	でも、不思議ね		linebreak
	時間はたってないけど、		linebreak
	{Char:01}とはずっと一緒にいた		
20	{Char:02}	6471 14	
21	時の流れから見たら、		linebreak
	ほんのわずかの間なのに、		linebreak
	すごく多くの時間を過ごしてきた････		
22	{Char:02}	6471 14	
23	なんか、変な気分だね！		linebreak
	ふふっ････		
24	{Char:01}	6468 29	
25	････なぜだ？		
26	{Char:01}	6468 29	
27	どうして{Char:02}は、		linebreak
	そんなに笑っていられるんだ？		
28	{Char:01}	6468 29	
29	君は････		linebreak
	死ぬかもしれないんだぞ!?		
30	{Char:01}	6468 29	
31	それなのに、どうしてそんなに		linebreak
	平気な顔していられるんだ!?		
32	{Char:01}	6468 29	
33	どうしてそんな･･･		linebreak
	････笑顔を見せるんだ････！		
34	{Char:01}	6468 29	
35	君のそんな顔みたら		linebreak
	オレ････！		
36	{Char:02}	6471 14	
37	{Char:01}････	6474 41	
38	{Char:01}	6468 29	
39	････なんで、オレなんだよ････		linebreak
	どうして君を殺すのが、		linebreak
	オレじゃなくちゃいけないんだよ!!		
40	{Char:01}	6468 29	
41	もう、たくさんだ！		linebreak
	オレはこれ以上、戦いたくない！		linebreak
	英雄なんてやめてやる！		
42	{Char:02}	6471 14	
43	英雄なんて、やめてやる		linebreak
	ですって････！		
44	{Char:02}	6471 14	
45	しっかりしなさい		linebreak
	{Char:01}＝デュナミス！		
46	{Char:02}	6471 14	
47	あなたにしかできない････		
48	{Char:02}	6471 14	
49	いいえ		linebreak
	あなただからこそできることが		linebreak
	いま目の前にある		
50	{Char:02}	6471 14	
51	たしかに、それはもしかしたら死ぬことよりも		linebreak
	もっとずっと、苦しいことかもしれない		
52	{Char:02}	6471 14	
53	････でもね、わたし信じてる		linebreak
	わたしの好きな{Char:01}は決して		linebreak
