0			
1	ホープタウン	6659 1	
2	ホープタウン	6659 1	
3	NOTICE	6471 280	
4	{Item:66}を手に入れました	6489 4	
5			
6	トラッシュマウンテンから拾ってきたのだろうか		linebreak
	廃材が積まれている		
7			
8	スパイシーな香りが立ち込めている		linebreak
	カルバレイス地方では濃い味付けの料理が		linebreak
	好まれているようだ		
9			
10	タルには『クレスタ産小麦』と書かれている		linebreak
	はるばるクレスタから輸入された物のようだ		
11			
12	{03:0}ここはホープタウンです		
13			
14	{03:0}ＴＯＤ２フラグを変えますか？	6476 9	pagebreak
			
15	{Char:1000}	6471 16	
16	{03:0}{Num:10000} : 第１章		linebreak
	{Num:20000} : 第２章		linebreak
	{Num:30000} : 第３章		linebreak
	{Num:130000} : 配膳ゲーム		
17	{03:0}時代を変更しました	6476 12	
18	{03:0}変更しませんでした	6476 13	
19			
20	イカ		
21	タコ		
22	ネギトロ		
23	トロ		
24	タマゴ		
25	ウニ		
26	イクラ		
27	アナゴ		
28	ガリ		
29	今日のオススメ	6527 134	
30	いつものやつ	6527 127	
31	デザート		
32	キングコック		
33	キミキミ、ちょっと寿司職人やらない？		
34	select	6468 137	
35	{03:0}　はい　	6468 252	linebreak
	　いいえ　		
36			
37	{03:0}通常		linebreak
	テスト（どのボタンでも正解）		
38	説明は必要かい？	6527 146	
39	select	6468 137	
40	{03:0}　はい　	6468 252	linebreak
	　いいえ　		
41	客の注文する料理を出してほしい		
42	早さが全てだ		linebreak
	メニューはできるだけ暗記してから		linebreak
	客前に立ってくれ		
43	あと、ちゃんとお客の方を向いて		linebreak
	料理を出すように		
44	さぁ････客が来はじめたぞ	6527 152	
45	次のメニューはこれだ		linebreak
	覚えたら行ってくれ		
46			
47	{03:0}{Size:512}level {142474c0}		
48			
49	{03:0}{Size:512}ready	6527 156	
50			
51	{03:0}{Size:512}fight	6527 158	
52			
53	遅い！もう待てん！	6527 160	linebreak
	帰らせてもらう！		
54	clear	6527 161	
55	failed	6527 162	
56	time over	6527 163	
57			
58	{03:0}{Size:512}{18453cc0}		
59	ありがとう		linebreak
	キミのおかげで掃いて捨てるほどもうけたよ		
60	キミの取り分だ、受け取ってくれ	6527 167	
61	notice	6468 286	
62	{0B:01}{1434a4c0}ガルドを手に入れました{0B:00}		
63	また頼むよ	6527 170	
64	天職だと言うからまかせてみれば		linebreak
	このザマだ！		linebreak
			
65	{Size:384}帰れ！	6527 172	
66			
67			
68	 		
69	  		
70	   		
71			
72	{Color:7}SELECT {Color:6}逃亡		
73	　　　　　　　　　　		
74	{03:0}{0B:01}あと{Color:6}{1424862480cbc0}{Color:7}回/給料{122574c0}{1434a8c0}{Color:7}ガルド{184578c0}		linebreak
	{Btn:53}{Color:2}{184584c0}		linebreak
	{Btn:54}{Color:1}{184588c0}		linebreak
	{Btn:55}{Color:3}{18458cc0}{0B:00}		
75	{03:0}{0B:01}{Btn:56}{Color:4}{184590c0}		linebreak
	{Btn:57}{Color:8}{184594c0}		linebreak
	{Btn:58}{Color:8}{184598c0}		linebreak
	{0B:00}{18457cc0}		
76			
77	{03:0}{0B:01}あと{Color:6}{1424862480cbc0}{Color:7}回/給料{122574c0}{1434a8c0}{Color:7}ガルド{184578c0}	6663 74	linebreak
	{Btn:53}{Color:2}{184584c0}		linebreak
	{Btn:54}{Color:1}{184588c0}		linebreak
	{Btn:55}{Color:3}{18458cc0}{0B:00}		
78			
79	{03:0}{0B:01}{Btn:56}{Color:4}{184590c0}	6663 75	linebreak
	{Btn:57}{Color:8}{184594c0}		linebreak
	{Btn:58}{Color:8}{184598c0}		linebreak
	{0B:00}{18457cc0}		
80	notice	6468 286	
81	{152488c0}は		linebreak
