0			
1	クレスタの森		
2	クレスタの森	6470 1	
3			
4	ここはクレスタの森です		
5	シナモン		
6	はやく、はやく！		
7	バジル		
8	{Char:01}、急いで!!		
9	ユニー		
10	キャアッ！		
11	{Char:01}	6468 29	
12	だいじょぶかっ!?		
13	シナモン	6470 5	
14	早くしろって、{Char:01}！		
15	{Char:01}	6468 29	
16	わかってる！		
17	{Char:01}	6468 29	
18	立てるな？　さ、行くぞ！		
19	ユニー	6470 9	
20	うん！		
21	シナモン	6470 5	
22	うわぁっ!!		
23	バジル	6470 7	
24	ど、どうしよう････		
25	{Char:01}	6468 29	
26	はさみうちかよっ！		
27	{Char:01}	6468 29	
28	にしても		linebreak
	なんでこんなヤツらが		linebreak
	街の近くに････!?		
29	シナモン	6470 5	
30	がんばれ、みんな！		linebreak
	力を合わせて		linebreak
	{Char:01}といっしょに戦うんだ！		
31	バジル	6470 7	
32	そ、そんなのできっこないよぉ！		
33	ユニー	6470 9	
34	あっ！　あぶない、{Char:01}!!		
35	ユニー	6470 9	
36	こわいよ、{Char:01}････		
37	{Char:01}	6468 29	
38	だいじょうぶだ！		linebreak
	オレはどうなっても		linebreak
	おまえたちだけは････必ず守ってみせる！		
39	{Char:01}	6468 29	
40	ぐあっ!!		
41	シナモン	6470 5	
42	{Char:01}!!		
43	{Char:01}	6468 29	
44	････ぜったいに････		linebreak
	守って････		
45	？？		
46	やれやれ････		linebreak
	危ないところだったな、{Char:01}		
47	{Char:01}	6468 29	
48	えっ？		
49	？？	6470 45	
50	{Char:03}＝デュナミス		linebreak
	ただいま参上････ってな		
51	{Char:01}	6468 29	
52	{Char:03}････！		
53	シナモン	6470 5	
54	あっ、{Char:03}兄ちゃんだ！		
55	{Char:03}		
56	おう、おまえら		linebreak
	もうちょっと隠れてろよ		
57	{Char:03}	6470 55	
58	{Char:01}、話はあとだ		linebreak
	まずはこいつらを、なんとかするぞ！		
59	{Char:01}	6468 29	
60	あ、あぁ！		
61	シナモン	6470 5	
62	{Char:03}兄ちゃ～～～ん！		
63	ユニー	6470 9	
64	帰ってくるんなら		linebreak
	言ってくれればいいのに！		
65	{Char:03}	6470 55	
66	おまえらを驚かそうと思ってな		linebreak
	ナイショにしてたんだよ		
67	{Char:03}	6470 55	
68	だが、逆に俺が		linebreak
	驚かされるハメになるとはな		linebreak
	まったく、ヒヤヒヤさせやがって！		
69	{Char:01}	6468 29	
70	{Char:03}････		linebreak
	よかっ････た････		
71			
72	{Size:384}お、おい、だいじょうぶか!?		linebreak
	{Char:01}！　{Char:01}!!		
73	sx = %d	6468 244	
74	sy = %d	6468 245	
75	xl = %d	6468 246	
76	yl = %d	6468 247	
77	いってらっしゃいませ	6468 248	
78	{0B:01}{143408c0}{0B:00}ガルドになりますが	6468 249	linebreak
	お泊まりになりますか？		
79	お泊まりになりますか？	6468 250	
80	select	6468 137	
81	{03:0}　はい　	6468 252	linebreak
	　いいえ　		
82	ごゆっくりお休みください	6468 253	
83	おはようございます	6468 254	
84	お金が足りません	6468 255	
85	またのおこしをお待ちしております	6468 256	
86	set_parameter( myself, C_PARTY, 0 );	6468 257	
87	wait_map_scroll();	6468 258	
88	exit-party_togather( short spd )	6468 259	
89	次のイベントは宿屋で発生します	6468 260	linebreak
	宿屋への誘導メッセージ		
90	次のイベントも宿屋で発生します	6468 261	linebreak
	宿屋への誘導メッセージ		
91	次のイベントは神殿の門で発生します	6468 262	linebreak
	神殿への誘導メッセージ		
92	次のイベントは遺跡の入口で発生します	6468 263	linebreak
	遺跡への誘導メッセージ		
93	次のイベントは村の中で発生します	6468 264	linebreak
	村の中への誘導メッセージ		
94	次のイベントは池付近で発生します	6468 265	linebreak
	池への誘導メッセージ		
95	次のイベントはスタンの家で発生します	6468 266	linebreak
	スタンの家への誘導メッセージ		
96	次のイベントはハイデルベルグ広間で発生します	6468 267	linebreak
	ハイデルベルグ城広間への誘導メッセージ		
97	次のイベントは公園付近で発生します	6468 268	linebreak
	公園付近への誘導メッセージ		
98	次のイベントは記念公園で発生します	6468 269	linebreak
	記念公園への誘導メッセージ		
99	次のイベントはハイデルベルグ城謁見の間で発生します	6468 270	linebreak
	ハイデルベルグ城謁見の間への誘導メッセージ		
100	次のイベントは城の客室で発生します	6468 271	linebreak
	客室への誘導メッセージ		
101	次のイベントは噴水広場で発生します	6468 272	linebreak
	噴水広場への誘導メッセージ		
102	次のイベントは世界地図部屋で発生します	6468 273	linebreak
	世界地図部屋への誘導メッセージ		
103	次のイベントはレアルタ資料室で発生します	6468 274	linebreak
	レアルタ資料室への誘導メッセージ		
104	次のイベントは作戦室で発生します	6468 275	linebreak
	作戦室への誘導メッセージ		
105			
106	debug	6468 277	
107	debug	6468 277	
108	時系列に対応するメッセージはありません	6468 279	
109	debug	6468 277	
110	この時系列のシナリオは、十年後のストレイライズ大神殿町キャラシナリオテキスト	6468 281	linebreak
	「1500X_??.STX」に記載しています		
111	debug	6468 277	
112	この時系列では参拝客は神殿内に配置しないので	6468 283	linebreak
	話しかけることはできない		
113	debug	6468 277	
114	この時系列のシナリオは、十年後のストレイライズ大神殿町キャラシナリオテキスト	6468 281	linebreak
	「1500X_??.STX」に記載しています		
115	notice	6468 286	
116	{1625bac0}を手に入れました		
117	notice	6468 286	
118	{Item:4294967295}を手に入れました	6468 289	
119	notice	6468 286	
120	{1625c2c0}がありましたが		linebreak
	いっぱいで持てませんでした		
121	notice	6468 286	
122	{1625c6c0}を受け取りましたが		linebreak
	いっぱいで持てませんでした		
123	notice	6468 286	
124	何もありません	6468 295	
