0			
1	ねこにんの村		
2	ねこにんの村	6917 1	
3	ねこにんの村	6917 1	
4	ねこにんの村	6917 1	
5	ねこにん	6596 209	
6	はげるニャ！		
7	{Item:3074}		
8	はげるニャ！	6917 6	
9	ねこにん	6596 209	
10	はげるニャ！	6917 6	
11			
12	つめとぎ禁止		
13			
14	つめとぎ禁止	6917 12	
15			
16	ねこだるまだ		
17			
18	のこ栽培中		
19	ねこにん	6596 209	
20	こういう「すとらくちゃ」のあるトコロが		linebreak
	ポイントニャ		
21	ねこにん	6596 209	
22	かからないニャ～････		
23	NOTICE	6471 280	
24	おさいせんをいれますか？		
25	SELECT	6468 88	
26	{03:0}　いれます　		linebreak
	　いれません　		
27	NOTICE	6471 280	
28	お金が足りません	6468 255	
29	雑貨屋	6475 4	
30	いらっしゃいニャ！		linebreak
	なんか買っていってほしいニャ！		
31	どうもありがとうニャ！		
32	残念ニャ････		
33	雑貨屋	6475 4	
34	雑貨屋	6475 4	
35	お客さんなんて久しぶりニャ！		
36	食材屋	6472 4	
37	いらっしゃいニャ！	6917 30	linebreak
	なんか買っていってほしいニャ！		
38	どうもありがとうニャ！	6917 31	
39	残念ニャ････	6917 32	
40	食材屋	6472 4	
41	食材屋	6472 4	
42	いらっしゃいニャ！		linebreak
			
43	武器屋	6516 19	
44	いらっしゃいニャ！	6917 30	linebreak
	なんか買っていってほしいニャ！		
45	どうもありがとうニャ！	6917 31	
46	残念ニャ････	6917 32	
47	雑貨屋	6475 4	
48	防具屋	6516 26	
49	いらっしゃいニャ！	6917 30	linebreak
	なんか買っていってほしいニャ！		
50	どうもありがとうニャ！	6917 31	
51	残念ニャ････	6917 32	
52	食材屋	6472 4	
53	ねこにん	6596 209	
54	ニャッ！　ニャッ！		linebreak
	ニャッ！　ニャッ！		
55	ねこにん	6596 209	
56	ここは「ねこにんのむら」ニャ		
57	ねこにん	6596 209	
58	温泉であったかなのニャ		
59	{Char:01}	6468 29	
60	温泉なのにお風呂は無いの････？		
61	ねこにん	6596 209	
62	お風呂はぬれるから嫌いなのニャ		
63	ねこにん	6596 209	
64	肉球がペタペタするニャ		
65	{Char:01}	6468 29	
66	ねこにんって････被ってるの？		
67	ねこにん	6596 209	
68	ニャニャ～！やめるニャ～～！		
69	{Char:01}	6468 29	
70	あ、チャックが････		
71	ねこにん	6596 209	
72	肉球が自慢なのニャ		
73	ねこにん	6596 209	
74	ねこにんスーツであったかなのニャ		
75	きのこや		
76	のこのきのこ		linebreak
	食べるニャ？		
77	SELECT	6468 88	
78	{03:0}　食べるニャ　		linebreak
	　食べないニャ　		
79	きのこや	6917 75	
80	残念ニャ････		linebreak
			
81	きのこや	6917 75	
82	ちょっとまってるニャ		linebreak
			
83	きのこや	6917 75	
84	のこの耳がまた生えてからくるニャ		linebreak
			
85	きのこや	6917 75	
86	のこのきのこはとってもおいしいのニャ		linebreak
			
87	チャイム		
88	お名前ないなんて、へんなのニャ～		
89	チャイム	6917 87	
90	カッコイイ名前ニャ～		linebreak
	うらやましいニャ		
91	チャイム	6917 87	
92	「チャイム」も		linebreak
	カッコイイ名前なのニャ！		
93	シロフォン		
94	おうちがないなんて、へんなのニャ～		
95	シロフォン	6917 93	
96	「{Item:3074}」は		linebreak
	おじじの家に住むことになったニャ		
97	チャイム	6917 87	
98	どこから来たニャ～？		
99	シロフォン	6917 93	
100	何ていう名前ニャ？		
101			
102	わかんないミュ････		
103	{Char:04}	6481 269	
104	なるほど････		linebreak
	コイツはここの住人では無いようだな		
105	{Char:01}	6468 29	
106	どういうこと？	6755 50	
107	{Char:04}	6481 269	
108	方言が違う		
109			
110	色んなところを旅してきたけど		linebreak
	なぜか雪のふるトコロが好きなわち		linebreak
	ここに住んで名前よんでもらいたいミュ～		
111			
112	････おねがいミュ		linebreak
	わちに名前をつけて欲しいのミュ		
113	NOTICE	6471 280	
114	名前をつけてあげますか？		
115	SELECT	6468 88	
116	{03:0}　つける　		linebreak
	　つけない　		
117			
118	ありがとミュ～		linebreak
	カッコイイ名前をかんがえてミュ！		
119	notice	6468 286	
120	どんな名前がいいか		linebreak
	しばらく考えることにしました		
121			
122	ミュ････		
123			
124	ありがとミュ～	6917 118	linebreak
	カッコイイ名前をかんがえてミュ！		
125	こねこにん		
126			
127	名前きまったミュ？		
128	SELECT	6468 88	
129	{03:0}　きまった　		linebreak
	　きまってない　		
130	notice	6468 286	
131	名前は『{Item:3074}』		linebreak
	でよろしいですか？		
132	select	6468 137	
133	{03:0}　はい　	6468 252	linebreak
	　いいえ　		
134	{Item:3074}	6917 7	
135	ありがとミュ～		
136			
137	ミュ････	6917 122	
138	{Item:3074}	6917 7	
139	名前をありがとミュ～		linebreak
	『{Item:3074}』最高だミュ～		
140	{Item:3074}	6917 7	
141	わちでお役にたてることがあったら		linebreak
	いつでも呼んで欲しいのミュ！		
142	{Item:3074}	6917 7	
143	お散歩なのミャ！		linebreak
			
144	きのこや	6917 75	
145	どうぞニャ		linebreak
			
146	notice	6468 286	
147	回復しました	6679 29	
148	sx = %d	6468 244	
149	sy = %d	6468 245	
150	xl = %d	6468 246	
151	yl = %d	6468 247	
152	いってらっしゃいませ	6468 248	
153	{0B:01}{143408c0}{0B:00}ガルドになりますが	6468 249	linebreak
	お泊まりになりますか？		
154	お泊まりになりますか？	6468 250	
155	select	6468 137	
156	{03:0}　はい　	6468 252	linebreak
	　いいえ　		
157	ごゆっくりお休みください	6468 253	
158	おはようございます	6468 254	
159	お金が足りません	6468 255	
160	またのおこしをお待ちしております	6468 256	
161	set_parameter( myself, C_PARTY, 0 );	6468 257	
162	wait_map_scroll();	6468 258	
163	exit-party_togather( short spd )	6468 259	
164	次のイベントは宿屋で発生します	6468 260	linebreak
	宿屋への誘導メッセージ		
165	次のイベントも宿屋で発生します	6468 261	linebreak
	宿屋への誘導メッセージ		
166	次のイベントは神殿の門で発生します	6468 262	linebreak
	神殿への誘導メッセージ		
167	次のイベントは遺跡の入口で発生します	6468 263	linebreak
	遺跡への誘導メッセージ		
168	次のイベントは村の中で発生します	6468 264	linebreak
	村の中への誘導メッセージ		
169	次のイベントは池付近で発生します	6468 265	linebreak
	池への誘導メッセージ		
170	次のイベントはスタンの家で発生します	6468 266	linebreak
	スタンの家への誘導メッセージ		
171	次のイベントはハイデルベルグ広間で発生します	6468 267	linebreak
	ハイデルベルグ城広間への誘導メッセージ		
172	次のイベントは公園付近で発生します	6468 268	linebreak
	公園付近への誘導メッセージ		
173	次のイベントは記念公園で発生します	6468 269	linebreak
	記念公園への誘導メッセージ		
174	次のイベントはハイデルベルグ城謁見の間で発生します	6468 270	linebreak
	ハイデルベルグ城謁見の間への誘導メッセージ		
175	次のイベントは城の客室で発生します	6468 271	linebreak
	客室への誘導メッセージ		
176	次のイベントは噴水広場で発生します	6468 272	linebreak
	噴水広場への誘導メッセージ		
177	次のイベントは世界地図部屋で発生します	6468 273	linebreak
	世界地図部屋への誘導メッセージ		
178	次のイベントはレアルタ資料室で発生します	6468 274	linebreak
	レアルタ資料室への誘導メッセージ		
179	次のイベントは作戦室で発生します	6468 275	linebreak
	作戦室への誘導メッセージ		
180			
181	debug	6468 277	
182	debug	6468 277	
183	時系列に対応するメッセージはありません	6468 279	
184	debug	6468 277	
185	この時系列のシナリオは、十年後のストレイライズ大神殿町キャラシナリオテキスト	6468 281	linebreak
	「1500X_??.STX」に記載しています		
186	debug	6468 277	
187	この時系列では参拝客は神殿内に配置しないので	6468 283	linebreak
	話しかけることはできない		
188	debug	6468 277	
189	この時系列のシナリオは、十年後のストレイライズ大神殿町キャラシナリオテキスト	6468 281	linebreak
	「1500X_??.STX」に記載しています		
190	notice	6468 286	
191	{1625e2c0}を手に入れました	6480 124	
192	notice	6468 286	
193	{Item:4294967295}を手に入れました	6468 289	
194	notice	6468 286	
195	{1625eac0}がありましたが	6480 128	linebreak
	いっぱいで持てませんでした		
196	notice	6468 286	
197	{1625eec0}を受け取りましたが	6480 130	linebreak
	いっぱいで持てませんでした		
198	notice	6468 286	
199	何もありません	6468 295	
