0			
1	ダリルシェイド地下水路	6503 1	
2	ダリルシェイド地下水路	6503 1	
3	ダリルシェイド地下水路	6503 1	
4			
5	ここは地下水路出口です		
6	{Char:04}	6481 269	
7	ここが出口だ		linebreak
	街の外へとつながっている		
8	{Char:04}	6481 269	
9	しかし、思ったより時間がかかったな		linebreak
	まったく、僕ひとりなら		linebreak
	もっと早く出られたものを････		
10	{Char:03}	6470 55	
11	はいはい、言ってろよ		linebreak
	ったく････		
12	{Char:03}	6470 55	
13	{Char:01}、こんなヤツほっといて		linebreak
	とっとと孤児院に戻ろうぜ		
14	{Char:01}	6468 29	
15	あ、うん		
16	{Char:04}	6481 269	
17	どうした？　早くもどって		linebreak
	旅に出るんじゃなかったのか？		
18	{Char:01}	6468 29	
19	{Char:04}		linebreak
	ホント、ありがとう！		
20	{Char:04}	6481 269	
21	別に、礼を言われる筋合いはない		
22	{Char:01}	6468 29	
23	それでも、ありがとう		linebreak
	ホントに助かったよ！		
24	{Char:04}	6481 269	
25	････	6477 38	
26	{Char:01}	6468 29	
27	それじゃあね、{Char:04}		linebreak
	またどこかで会えるといいね！		
28	{Char:04}	6481 269	
29	{Char:01}････	6474 41	
30	{Char:01}	6468 29	
31	なに？		
32	{Char:04}	6481 269	
33	僕は、おまえといっしょに････		
34	{Char:04}	6481 269	
35	････いや、なんでもない		
36	{Char:04}	6481 269	
37	英雄になりたければ		linebreak
	せいぜい、がんばることだ		linebreak
	じゃあな		
38	{Char:01}	6468 29	
39	････なんかさ		linebreak
	{Char:04}って不思議だよね		
40	{Char:03}	6470 55	
41	不思議ぃ？		linebreak
	ああいうのは不思議じゃなくて		linebreak
	「ヘン」っていうんだぞ		
42	{Char:01}	6468 29	
43	言い過ぎだよ、{Char:03}		linebreak
	{Char:04}はいい人だよ		
44	{Char:01}	6468 29	
45	自分ひとりでも、脱出できたのに		linebreak
	オレたちを連れ出してくれたりさ		
46	{Char:01}	6468 29	
47	それに今だって		linebreak
	オレのこと、励ましてくれたし！		
48	{Char:03}	6470 55	
49	････あのな{Char:01}		linebreak
	あれは皮肉だ、励ましじゃない		
50	{Char:01}	6468 29	
51	そうかなぁ････		
52	{Char:03}	6470 55	
53	そんなことより、早く孤児院に戻るぞ		linebreak
	すっかり遅くなっちまったから、急ごうぜ		
54	sx = %d	6468 244	
55	sy = %d	6468 245	
56	xl = %d	6468 246	
57	yl = %d	6468 247	
58	いってらっしゃいませ	6468 248	
59	{0B:01}{143408c0}{0B:00}ガルドになりますが	6468 249	linebreak
	お泊まりになりますか？		
60	お泊まりになりますか？	6468 250	
61	select	6468 137	
62	{03:0}　はい　	6468 252	linebreak
	　いいえ　		
63	ごゆっくりお休みください	6468 253	
64	おはようございます	6468 254	
65	お金が足りません	6468 255	
66	またのおこしをお待ちしております	6468 256	
67	set_parameter( myself, C_PARTY, 0 );	6468 257	
68	wait_map_scroll();	6468 258	
69	exit-party_togather( short spd )	6468 259	
70	次のイベントは宿屋で発生します	6468 260	linebreak
	宿屋への誘導メッセージ		
71	次のイベントも宿屋で発生します	6468 261	linebreak
	宿屋への誘導メッセージ		
72	次のイベントは神殿の門で発生します	6468 262	linebreak
	神殿への誘導メッセージ		
73	次のイベントは遺跡の入口で発生します	6468 263	linebreak
	遺跡への誘導メッセージ		
74	次のイベントは村の中で発生します	6468 264	linebreak
	村の中への誘導メッセージ		
75	次のイベントは池付近で発生します	6468 265	linebreak
	池への誘導メッセージ		
76	次のイベントはスタンの家で発生します	6468 266	linebreak
	スタンの家への誘導メッセージ		
77	次のイベントはハイデルベルグ広間で発生します	6468 267	linebreak
	ハイデルベルグ城広間への誘導メッセージ		
78	次のイベントは公園付近で発生します	6468 268	linebreak
	公園付近への誘導メッセージ		
79	次のイベントは記念公園で発生します	6468 269	linebreak
	記念公園への誘導メッセージ		
80	次のイベントはハイデルベルグ城謁見の間で発生します	6468 270	linebreak
	ハイデルベルグ城謁見の間への誘導メッセージ		
81	次のイベントは城の客室で発生します	6468 271	linebreak
	客室への誘導メッセージ		
82	次のイベントは噴水広場で発生します	6468 272	linebreak
	噴水広場への誘導メッセージ		
83	次のイベントは世界地図部屋で発生します	6468 273	linebreak
	世界地図部屋への誘導メッセージ		
84	次のイベントはレアルタ資料室で発生します	6468 274	linebreak
	レアルタ資料室への誘導メッセージ		
85	次のイベントは作戦室で発生します	6468 275	linebreak
	作戦室への誘導メッセージ		
86			
87	debug	6468 277	
88	debug	6468 277	
89	時系列に対応するメッセージはありません	6468 279	
90	debug	6468 277	
91	この時系列のシナリオは、十年後のストレイライズ大神殿町キャラシナリオテキスト	6468 281	linebreak
	「1500X_??.STX」に記載しています		
92	debug	6468 277	
93	この時系列では参拝客は神殿内に配置しないので	6468 283	linebreak
	話しかけることはできない		
94	debug	6468 277	
95	この時系列のシナリオは、十年後のストレイライズ大神殿町キャラシナリオテキスト	6468 281	linebreak
	「1500X_??.STX」に記載しています		
96	notice	6468 286	
97	{1625cec0}を手に入れました	6474 153	
98	notice	6468 286	
99	{Item:4294967295}を手に入れました	6468 289	
100	notice	6468 286	
101	{1625d6c0}がありましたが	6474 157	linebreak
	いっぱいで持てませんでした		
102	notice	6468 286	
103	{1625dac0}を受け取りましたが	6474 159	linebreak
	いっぱいで持てませんでした		
104	notice	6468 286	
105	何もありません	6468 295	
