0			
1	ホープタウン・武器屋＆防具屋＆雑貨屋		
2	ホープタウン	6659 1	
3	武器屋＆防具屋＆雑貨屋		
4			
5	ここはホープタウン室内３です		
6			
7	ＴＯＤ２フラグを変えますか？	6471 367	pagebreak
			
8	{Char:1000}	6471 16	
9	{03:0}{Num:10000} : 第１章	6483 20	linebreak
	{Num:20000} : 第２章		linebreak
	{Num:30000} : 第３章		linebreak
	{Num:40000} : 第４章		
10	時代を変更しました	6471 370	
11	変更しませんでした	6468 134	
12			
13	{184464c0}	6471 373	
14	武器屋	6516 19	
15	いらっしゃいませ	6529 5	linebreak
	こちらでは武器を扱っています		
16	ありがとうございます	6516 21	
17	またおこしください	6516 22	
18	武器屋	6516 19	
19	防具屋	6516 26	
20	いらっしゃいませ	6529 12	linebreak
	こちらでは防具を扱っています		
21	ありがとうございます	6516 21	
22	またおこしください	6516 22	
23	防具屋	6516 26	
24	雑貨屋	6475 4	
25	いらっしゃいませ	6516 20	
26	ありがとうございました	6511 187	
27	またおこしください	6516 22	
28	雑貨屋	6475 4	
29	NOTICE	6471 280	
30	{Item:14}を手に入れました		
31			
32	これは････飛行竜のパーツだ		linebreak
	天地戦争終結後に廃棄された物だろう		
33			
34	見た事の無い機械がある		linebreak
	天地戦争時代の物だろうか		
35			
36	残骸に注意書きのメモがはられている		linebreak
	『これは空中都市の建材と思われる「生体金属」です		linebreak
	貴重な品なので持ち出さぬこと』		
37	sx = %d	6468 244	
38	sy = %d	6468 245	
39	xl = %d	6468 246	
40	yl = %d	6468 247	
41	いってらっしゃいませ	6468 248	
42	{0B:01}{143408c0}{0B:00}ガルドになりますが	6468 249	linebreak
	お泊まりになりますか？		
43	お泊まりになりますか？	6468 250	
44	select	6468 137	
45	{03:0}　はい　	6468 252	linebreak
	　いいえ　		
46	ごゆっくりお休みください	6468 253	
47	おはようございます	6468 254	
48	お金が足りません	6468 255	
49	またのおこしをお待ちしております	6468 256	
50	set_parameter( myself, C_PARTY, 0 );	6468 257	
51	wait_map_scroll();	6468 258	
52	exit-party_togather( short spd )	6468 259	
53	次のイベントは宿屋で発生します	6468 260	linebreak
	宿屋への誘導メッセージ		
54	次のイベントも宿屋で発生します	6468 261	linebreak
	宿屋への誘導メッセージ		
55	次のイベントは神殿の門で発生します	6468 262	linebreak
	神殿への誘導メッセージ		
56	次のイベントは遺跡の入口で発生します	6468 263	linebreak
	遺跡への誘導メッセージ		
57	次のイベントは村の中で発生します	6468 264	linebreak
	村の中への誘導メッセージ		
